0.03125 1084.85527664 57.2058622648
0.09375 582.476538166 39.010544749
0.15625 440.625286579 20.194639832
0.21875 309.308162047 15.2030515546
0.28125 265.146201389 10.7381819287
0.372173138479 201.429734551 12.0093611553
0.51051079387 151.79674698 7.96481922178
0.692875340284 116.932233899 8.56024481261
0.933278632469 92.7942133314 6.31148397198
1.25019189236 69.5899197046 5.83257624431
1.66796493276 53.605158793 6.20406265083
2.21869705844 42.9595903363 4.67777192443
2.94470339427 35.672698498 3.62810314176
3.9017661387 27.9078153708 2.97054417299
5.16342055077 21.8306153567 2.56732983005
6.82660498122 17.8886014362 2.24830071096
9.01910906411 13.7674787189 1.54295822327
11.9093923457 10.0390259591 1.54238682622
15.719527758 7.71182764451 1.89670067359
20.7422644401 5.60965660119 1.55451573234
27.3635209172 4.6940612607 1.21439585694
36.0920368859 3.20951166209 1.94607685884
52.5277161777 -0.150977829644 1.92688108414
