0.03125 nan nan
0.09375 915.218039735 278.933470281
0.15625 498.488790042 121.264270059
0.21875 439.595028417 86.1136801396
0.28125 353.26780312 70.8551913617
0.372173138479 203.132119361 41.3715650007
0.51051079387 190.370489399 34.1558703356
0.692875340284 145.020130442 25.6266220433
0.933278632469 106.326250276 17.5804819472
1.25019189236 95.7409869484 14.6696370447
1.66796493276 64.9925594816 15.2393003994
2.21869705844 57.8018071525 7.49618566041
2.94470339427 50.5654814942 7.87694068506
3.9017661387 41.6260893479 7.89189820464
5.16342055077 38.8111793591 7.08654934357
6.82660498122 30.7353289038 9.00731277236
9.01910906411 22.5243577465 10.7453312248
11.9093923457 18.6210207427 10.6338110472
15.719527758 13.6409038932 10.347246964
20.7422644401 11.4913380102 9.13230679936
27.3635209172 8.60086926979 8.52726178647
36.0920368859 11.2114484121 7.40638222873
52.5277161777 7.12100418076 11.0508339622
