0.03125 334.093593696 41.2440709796
0.09375 174.136853375 16.8532381196
0.15625 156.67805709 15.1839734318
0.21875 138.777471513 16.114258812
0.28125 110.223520376 12.1438777363
0.372173138479 92.3056006091 11.4094712298
0.51051079387 74.1787292249 7.35073235054
0.692875340284 58.7581433066 6.66311862473
0.933278632469 44.6196970597 4.80089228982
1.25019189236 35.0110174352 3.73289115463
1.66796493276 27.1951232026 2.8849721109
2.21869705844 22.6613395292 1.81491215283
2.94470339427 18.8580516604 1.93089449671
3.9017661387 17.1600567391 1.97733671192
5.16342055077 15.3758036536 2.25346200177
6.82660498122 11.9044719717 1.90144941276
9.01910906411 9.76733751136 1.69410770758
11.9093923457 8.19892235885 1.5494909159
15.719527758 7.11669493559 1.92798116165
20.7422644401 5.39551382383 2.48858126798
27.3635209172 3.86811374689 1.5242431663
36.0920368859 4.06011021774 1.82301873692
52.5277161777 4.21063056913 3.96989928751
